id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6025966,Urban Zen Loft,31276751,Greg,Cortez Hill,32.7220348327628,-117.15694064558092,Entire home/apt,100,26,1,2015-06-03,0.86,1,228
460016,Victorian Charmer Downtown #222,2456675,Amy,Cortez Hill,32.720186075587705,-117.1630036708242,Entire home/apt,120,2,121,2015-06-21,3.19,4,307
497584,Lavishly Restored 2 bedroom #218,2456675,Amy,Cortez Hill,32.72011493058554,-117.16364199611178,Entire home/apt,175,2,114,2015-06-18,3.06,4,283
6056322,Downtown by the Harbor!,31118586,Little Italy,Cortez Hill,32.7218724600016,-117.16524112381849,Entire home/apt,175,1,5,2015-07-06,3.41,1,337
2084350,Condo in Little Italy,10645930,Al,Cortez Hill,32.720764909438266,-117.16465031081097,Entire home/apt,200,3,3,2015-06-15,0.73,1,352
5913874,Cortez Hill Cottage,29990718,Giovanni,Cortez Hill,32.72294906127244,-117.15816249577614,Entire home/apt,150,4,2,2015-06-12,0.74,4,21
6438375,1B/1B w/Parking Gaslamp Comic Con,33613720,Chris,Cortez Hill,32.720236341517705,-117.15821491845503,Entire home/apt,650,1,0,,,1,31
6714227,Luxury Downtown Apartment w/Parking,1888085,Polina,Cortez Hill,32.71918874447981,-117.15707399120463,Entire home/apt,120,5,0,,,1,15
5078286,One bedroom loft in Little Italy ,26225528,Kyle,Cortez Hill,32.72045648349894,-117.16332602932751,Entire home/apt,500,1,2,2015-07-06,0.34,1,209
5659602,Little Italy at its most glamorous,7008179,Prooples,Cortez Hill,32.72132196961374,-117.16199717481089,Entire home/apt,375,14,1,2015-04-29,0.42,4,252
4030908,Private Urban Bungalow For Groups!,3324885,Bobby,Cortez Hill,32.72331670007563,-117.16442552348808,Entire home/apt,240,1,4,2015-05-25,0.44,20,359
6135194,Great Little Italy Condo!,8691466,Tony,Cortez Hill,32.722454500711684,-117.16344117021315,Entire home/apt,240,2,0,,,1,313
863996,Downtown San Diego- The dream,1445598,Fiona,Cortez Hill,32.722977943892516,-117.15995144465549,Private room,94,1,13,2015-06-25,0.77,1,356
3004226,LUXURY 7BR Modern Home! CROWN JEWEL,4943081,Adam,Cortez Hill,32.72144814959133,-117.16472744030976,Entire home/apt,615,6,12,2015-04-29,0.98,2,332
6261416,1 Bdr - Balboa Park. Comic Con!,32534067,Joshua,Cortez Hill,32.71941418233762,-117.15513297893312,Private room,250,1,0,,,3,42
2966178,Downtown Penthouse Studio w/ View!,1238568,Melissa,Cortez Hill,32.72052650216078,-117.15740079913031,Entire home/apt,180,1,0,,,1,305
6145843,Amazing Condo Park View,993621,Yasser,Cortez Hill,32.71942821649234,-117.15629551142202,Entire home/apt,160,3,0,,,1,78
4175048,1BR rad pad,21449048,Jay,Cortez Hill,32.72240543135207,-117.15793598950337,Entire home/apt,80,1,0,,,1,263
6970177,Modern Condo in Little Italy,36546910,Stephanie,Cortez Hill,32.72161353582008,-117.16489815204392,Entire home/apt,150,2,0,,,1,70
6972411,Downtown San Diego Apt 4 Comic Con,35499978,Patrick,Cortez Hill,32.719626803168154,-117.15695677741245,Private room,400,4,0,,,1,44
3678877,Comic-Con Couch Surfers...,9268059,Joel,Cortez Hill,32.721048791721,-117.16428167888482,Shared room,120,1,0,,,1,315
6297376,Studio WM San Diego-Balboa Park,9296727,Jesse,Cortez Hill,32.719420284418085,-117.1552506450026,Entire home/apt,110,1,0,,,2,0
5780850,Downtown Penthouse Residence,29990718,Giovanni,Cortez Hill,32.722691458029544,-117.15799438813387,Entire home/apt,475,4,0,,,4,74
5794886,Cortez Hill Penthouse,29990718,Giovanni,Cortez Hill,32.722521865172816,-117.15711490371628,Entire home/apt,225,4,7,2015-06-19,2.16,4,45
4784050,Heart of Little Italy,17925619,Veronica,Cortez Hill,32.72123985087561,-117.16480064712506,Entire home/apt,198,3,0,,,6,324
4784227,Little Italy 2 bedroom,17925619,Veronica,Cortez Hill,32.7208982724715,-117.16408135960593,Entire home/apt,198,3,1,2014-12-28,0.16,6,152
6350025,World Traveler's Loft,6796270,Hector,Cortez Hill,32.72247812275401,-117.15664574569803,Entire home/apt,109,26,7,2015-06-16,5.38,2,342
5302973,Eco Farm House Premium 6 Bed Dorm!,3324885,Bobby,Cortez Hill,32.72251660637887,-117.16563523049115,Shared room,38,1,0,,,20,355
5303006,Organic Urban Farm House 4 Bed Dorm,3324885,Bobby,Cortez Hill,32.72249149192685,-117.16554211156227,Shared room,39,1,1,2015-06-01,0.94,20,357
5303387,Private RM For 4 @ Friendly Hostel!,3324885,Bobby,Cortez Hill,32.72197573412051,-117.16543829308326,Private room,120,1,0,,,20,359
5303862,Private RM w/Four Beds @ Fun Hostel,3324885,Bobby,Cortez Hill,32.7219779559656,-117.1638077774918,Private room,125,1,0,,,20,359
606548,Urban Loft & World Class Park Space,3004581,Johnson,Cortez Hill,32.72276761011947,-117.15632852169782,Entire home/apt,225,4,22,2015-06-12,1.63,1,173
6374149,Live Like A Local,29990718,Giovanni,Cortez Hill,32.721154777627866,-117.15744645489849,Entire home/apt,175,3,1,2015-06-01,0.91,4,8
3513462,Huge Apartment in Little Italy ,17690691,Nick,Cortez Hill,32.72151620982134,-117.16312301641246,Entire home/apt,600,3,0,,,1,337
6376806,Beautifully Restored Victorian #216,2456675,Amy,Cortez Hill,32.720308403414485,-117.16185140959449,Entire home/apt,170,2,3,2015-06-17,2.65,4,333
7010686,Nice clean four bedroom good 4 kids,6459606,Amy,Darnall,32.75195612706801,-117.05794413681694,Entire home/apt,242,3,0,,,1,36
431904,San Diego State/College area home,465462,Erika,Darnall,32.745517951304,-117.06615205798207,Private room,69,2,33,2015-05-25,0.85,1,341
3478450,Clean Large Room in Cute House SDSU,1427811,Angela,Darnall,32.75113551650177,-117.0663938137387,Private room,50,1,9,2014-08-30,0.74,2,343
272822,Wood-Panel Master Bedroom Near SDSU,1427811,Angela,Darnall,32.750406628988394,-117.06613381678282,Private room,65,1,7,2014-07-29,0.17,2,230
6813987,Comfy room with quick access to all,35677940,Jean,Darnall,32.74494203483233,-117.05416160093212,Private room,50,1,0,,,1,282
4768487,Bright 2 bdrm with private yard,377534,Lauren,Darnall,32.74914971864517,-117.06556121339788,Entire home/apt,85,2,3,2015-06-21,0.49,1,179
3850344,Cozy Queen in Del Cerro Paradise,11840946,VickyRae,Del Cerro,32.784275088532915,-117.07925400412716,Private room,55,2,9,2015-06-08,0.88,1,55
4997435,Private Room in a Cozy House,12429198,Nadia,Del Cerro,32.788767970523836,-117.06874228886495,Private room,60,4,2,2015-04-13,0.40,1,84
5486512,Mid-century modern private entrance,6950909,Jennifer,Del Cerro,32.79403727245167,-117.0687828298582,Entire home/apt,90,1,5,2015-06-27,1.76,1,320
6635537,4 bed/3 bath central SAN DIEGO home,34731580,Denise,Del Cerro,32.782847420788336,-117.07425204569309,Entire home/apt,275,1,0,,,1,13
3184098,European Garden House near SDSU,8207273,Christina,Del Cerro,32.78842266219642,-117.06519550653053,Entire home/apt,199,3,9,2015-06-14,0.74,1,55
5861096,Lovely home in safe neighborhood.  ,30385479,Susan,Del Cerro,32.78857471143791,-117.06789633403643,Entire home/apt,1000,1,0,,,1,77
2138460,Allied Garden Cottage - Purple Room,7521352,Daphne,Del Cerro,32.79348018341139,-117.0724362934618,Private room,56,2,33,2015-06-12,1.91,2,76
2660215,Allied Garden Cottage - Gold Room,7521352,Daphne,Del Cerro,32.79536468695656,-117.07176369399767,Private room,48,1,29,2015-06-26,2.24,2,330
6226487,Cozy condo near freeway and trolly,29343672,Rayna,Del Cerro,32.78289350593752,-117.07887000883962,Entire home/apt,135,1,4,2015-07-09,4,1,319
4371151,Spacious Downtown Two-Story!,13187914,Bell,Marina,32.715198073079385,-117.16775042107717,Entire home/apt,149,1,0,,,1,234
6987213,Across the street from Comic Con,18270303,Colleen K.,Marina,32.70986407764349,-117.16478788934066,Entire home/apt,675,1,0,,,1,356
5424091,Modern 2 BR Convention Center Condo,4633346,Rami & Brittany,Marina,32.71124174456785,-117.16485206794836,Entire home/apt,349,2,4,2015-06-22,1.60,2,355
4932896, Room in the heart of Downtown,5600731,Cristina,Marina,32.70989015218217,-117.16405809119767,Private room,80,1,2,2015-01-19,0.34,1,161
4056944,Light Airy Downtown Harbor Apt,7245568,Rich,Marina,32.70932393843542,-117.16876930769108,Entire home/apt,169,2,29,2015-06-17,2.96,3,73
3395190,2 bedroom Condo in Downtown,17128423,Nikki,Marina,32.71289203148483,-117.16773126941173,Entire home/apt,350,1,2,2014-07-28,0.17,1,361
6691306,2 Story Apt 5min walk to comic con!,23399652,Corinne,Marina,32.71528747688581,-117.1683860117895,Entire home/apt,1100,4,0,,,2,10
6987153,Downtown Room walk to everything!,35606407,Shannon,Marina,32.71283093764793,-117.1666106087246,Private room,100,1,0,,,2,357
6142965,Gateway to Gaslamp! Walk to All!,31864021,Hunter,Marina,32.71436996397364,-117.16824036078515,Private room,90,1,1,2015-05-19,0.56,1,134
6463671,"Gaslamp,   downtown San  Diego",30612207,Diane,Marina,32.71425734699871,-117.16815064898928,Private room,450,1,0,,,1,28
6090199,Downtown San Diego Close to All!,15531393,Jasmin,Marina,32.71166628084572,-117.16757288863687,Private room,120,1,6,2015-06-19,2.77,1,333
3134239,Downtown female dorm bed 2,6846830,Hostel On 3rd,Marina,32.71037183170923,-117.16285939642299,Shared room,100,1,0,,,7,186
3211144,Downtown mixed dorm bed 2,6846830,Hostel On 3rd,Marina,32.71032847654495,-117.16268884451682,Shared room,100,1,1,2014-07-29,0.09,7,180
6913306,"OCEAN,BAY,BRIDGE, CITY VIEWS",34784606,Beverly,Marina,32.70838641692352,-117.16288888778799,Entire home/apt,500,30,0,,,1,357
6077281,Soak in San Diego!,5668535,Erika,Marina,32.71272000055751,-117.1639074276979,Entire home/apt,200,1,6,2015-06-22,2.77,1,349
5383762,Best location in Downtown San Diego,3472006,Matt,Marina,32.712222922222345,-117.16325819076403,Entire home/apt,219,3,11,2015-06-21,2.97,1,149
4024813,Marina district 2 bedroom condo.,3774543,Matt,Marina,32.710803959184155,-117.16184653063885,Entire home/apt,350,1,26,2015-07-07,2.63,4,336
6031853,Luxurious Studio - Marina District,25329414,Frank,Marina,32.71258260255491,-117.16452793294552,Entire home/apt,200,1,0,,,1,317
4880167,Heart of the Gaslamp,25104661,Marcus,Marina,32.71189993581513,-117.16363213021015,Entire home/apt,240,1,0,,,1,302
5698490,**NEWLY RENOVATED GAS LAMP  LOFT!**,29547260,Sam,Marina,32.71069091876034,-117.16297794490892,Entire home/apt,200,3,3,2015-05-30,0.94,1,344
3476709,Comic Con: Beautiful Large Condo,6982313,Kaushal,Marina,32.71203896256525,-117.1656046991142,Entire home/apt,450,2,1,2014-07-28,0.09,1,348
3655915,Downtown Studio SD - ComicCon!,18512633,Luke,Marina,32.71212519807165,-117.17066768879201,Entire home/apt,275,1,1,2014-07-26,0.09,1,329
2979372,San Diego Condo in Gaslamp,15067447,Branden,Marina,32.709310012641794,-117.16138116419981,Entire home/apt,150,3,19,2015-07-06,1.64,1,323
1433157,Super Deal in the Heart of Gaslamp,7702594,Stafa,Marina,32.7110219672307,-117.16584063832586,Private room,72,1,96,2015-07-05,4.16,1,316
3532530,ComicCon Condo Downtown SD!,12484506,Sierra,Marina,32.71071135265101,-117.16342840060612,Private room,100,2,8,2015-07-05,3.00,1,255
6994484,Luxury High Rise Rental,21708803,Em,Marina,32.7127765965596,-117.17089715667856,Entire home/apt,795,1,0,,,1,365
3694798,Master bedroom in heart of Gaslamp ,3774543,Matt,Marina,32.71022007135005,-117.16150690176741,Private room,120,1,22,2015-05-25,2.51,4,343
6347204,3 Bedroom House: Walk to Comic-Con!,33060845,Matthew,Marina,32.71234407189162,-117.16828477340479,Entire home/apt,1249,4,0,,,1,205
6887243,Bright Modern 2 Bedroom Modern Loft,23157844,Amit,Marina,32.713081387007,-117.16689450104985,Entire home/apt,250,2,0,,,1,21
3211036,Downtown female dorm bed 1,6846830,Hostel On 3rd,Marina,32.71031279777829,-117.16125686091307,Shared room,100,1,0,,,7,180
4292518,Downtown Gaslamp 2br w/ water views,3170738,Cuong,Marina,32.70975847405839,-117.16506563287749,Entire home/apt,195,1,19,2015-06-22,2.19,2,46
3211214,Downtown mixed dorm bed 4,6846830,Hostel On 3rd,Marina,32.71120669482472,-117.16316031835876,Shared room,100,1,0,,,7,0
2715880,Gorgeous Marina District Complex,3169574,Lauren,Marina,32.71362144325997,-117.16840076435916,Private room,170,1,1,2014-07-29,0.09,1,338
3791743,"Big Beautiful House in Del Mar, CA",19466120,David,Del Mar Heights,32.94852701819314,-117.25656180352843,Entire home/apt,495,1,6,2015-03-21,0.65,1,314
2220293,RUSTIC RETREAT FOR RACE SEASON,7532684,Melissa,Del Mar Heights,32.954592090287235,-117.24812421766765,Entire home/apt,900,3,6,2015-04-17,0.42,1,344
937290,San Diego Turf 2 Bedroom 1.5 Bath ,5059940,Alexander,Del Mar Heights,32.9446200469591,-117.24755446610831,Entire home/apt,175,3,75,2015-07-04,2.58,1,321
1507895,Room in condo w/ pool view/own bath,1619360,Kirk,Del Mar Heights,32.94848956306051,-117.24373964310601,Private room,89,2,1,2015-01-15,0.17,1,359
3060283,2BD Private Townhouse,1700615,Kim,Del Mar Heights,32.93566168964933,-117.24278702338877,Entire home/apt,120,1,24,2015-07-05,2.04,1,222
134731,Guest Studio Ocean & Lagoon Views ,660996,Kathy,Del Mar Heights,32.934464943209264,-117.24833134456497,Private room,130,3,40,2014-06-04,0.82,2,277
233413,Quiet Beach Bungalow - Del Mar,1221758,Lauray,Del Mar Heights,32.9352301885529,-117.25182760314785,Entire home/apt,125,3,21,2015-06-21,1.02,1,254
6716149,Ocean View Del Mar Townhouse,17300054,Joyce,Del Mar Heights,32.9348275478792,-117.2535812205637,Entire home/apt,347,7,0,,,1,351
2459375,Amazing View Beach Townhome ,11492270,Cheryl,Del Mar Heights,32.93657329054784,-117.25572977170289,Entire home/apt,375,5,1,2015-05-26,0.67,1,36
213653,OCEAN VIEW SERENITY,660996,Kathy,Del Mar Heights,32.934295986371104,-117.2480864396146,Entire home/apt,650,3,9,2014-12-01,0.24,2,305
992887,Del Mar/Torrey Pines Beach House,4337007,Jen,Del Mar Heights,32.93318423603041,-117.24905262724181,Entire home/apt,200,4,1,2014-08-09,0.09,1,322
3644214,Del Mar Beach Villa & Racetracks,18404050,Steve,Del Mar Heights,32.938330686572364,-117.25586204351093,Entire home/apt,350,3,22,2015-07-05,1.94,1,337
3122407,Del Mar Racing/Summer House,10136127,Jennifer,Del Mar Heights,32.947083262171034,-117.25841057186148,Entire home/apt,471,7,0,,,1,365
6672514,"Condo in Del Mar, CA",33851172,Judit,Del Mar Heights,32.946882489561006,-117.24894482317154,Entire home/apt,300,2,0,,,1,363
6260062,Quite warm inviting Apt Parking Inc,32513733,Rob,Del Mar Heights,32.95179819998677,-117.24644103041976,Private room,85,1,4,2015-06-29,2.55,1,342
1183581,Cozy Private Room in Great Location,5549151,Victoria Wolfe/ Property Agent,Del Mar Heights,32.947740010965774,-117.26041217986078,Private room,75,2,43,2015-06-18,1.76,1,298
208181,Surf meets Turf,1024583,Richard,Del Mar Heights,32.947469224261404,-117.24719414973373,Private room,60,1,17,2015-06-19,0.48,1,353
5657222,Charming Del Mar 1BD w/Loft Condo,2359450,David,Del Mar Heights,32.94841146386696,-117.24521906293408,Entire home/apt,195,2,0,,,1,193
6226073,SERENITY RETREAT Del Mar,27401742,Diana,Del Mar Heights,32.95577892333269,-117.25154487047763,Entire home/apt,360,4,0,,,1,259
2256788,Gorgeous Family Home - Ocean View!!,11524919,Matt,Del Mar Heights,32.95191841034064,-117.25625277421061,Entire home/apt,678,14,0,,,1,364
6057949,"4 Bd Del Mar Home Near Beach, Track",2412718,Rachel,Del Mar Heights,32.94403979544359,-117.24611627780969,Entire home/apt,300,5,0,,,7,333
5429324,Perfect Beach Vacation Getaway,28163311,Keri,Del Mar Heights,32.9538600868457,-117.24727900014292,Entire home/apt,550,1,0,,,1,299
4903297,Sea Point Condo,6456969,George,Del Mar Heights,32.935783925680575,-117.25311617501778,Entire home/apt,250,1,0,,,1,298
614111,"Ocean View, Walk to Beach and more!",3046058,Felicia,Del Mar Heights,32.93470174249742,-117.25544908045917,Entire home/apt,250,3,0,,,1,325
5826321,Luxury Modern Home With Pool/Spa,28838969,Zoltan,Del Mar Heights,32.934946237640155,-117.24882281546671,Entire home/apt,800,7,0,,,1,68
1655640,Mid-Century / Modern Beach House,8777647,Brian & Jana,Del Mar Heights,32.93290055201159,-117.2500985673753,Entire home/apt,149,1,90,2015-06-29,4.16,1,245
5347396,Racetrack and Beach House sleeps 10,27713446,Melissa,Del Mar Heights,32.94375606139569,-117.2481830994236,Entire home/apt,325,5,3,2015-06-10,1.03,1,333
1657122,Master Suite in Delightful Del Mar,8784756,(email hidden),Del Mar Heights,32.953196678755575,-117.24769622988943,Private room,115,1,0,,,1,331
7009297,Del Mar Condo close to beach,36742719,Margot,Del Mar Heights,32.94886387914489,-117.24650070613724,Private room,62,1,0,,,1,300
6940680,Modern Condo Steps from Petco Park,1489050,Sarah,East Village,32.7099220889504,-117.15689934565322,Entire home/apt,250,2,0,,,1,355
4848200,COZY STUDIO for 2,24945371,Ben,East Village,32.715154556594975,-117.15308048221645,Entire home/apt,108,2,35,2015-06-25,6.86,1,146
5406625,Room in Downtown San Diego,28028307,Brooke,East Village,32.71175127486126,-117.15047420798258,Private room,110,1,1,2015-04-26,0.42,1,324
6436716,East Village Studio,15913888,Rebecca,East Village,32.71103997102849,-117.15164986072666,Entire home/apt,425,3,0,,,1,23
6973464,APT East Village-walk to Comic Con,34752672,Rohan,East Village,32.71335236040079,-117.15678681970317,Entire home/apt,480,4,0,,,1,6
6952423,Bedroom w/ own bathroom!,8976060,Grace C.,East Village,32.711903974414305,-117.15631219508697,Private room,70,1,0,,,1,8
2771156,1Br Apt in Downtown San Diego,14171328,Andy,East Village,32.70989289408167,-117.1522438400019,Entire home/apt,175,2,7,2015-06-14,0.58,1,39
5928248,Apartment near the Gaslamp,30780666,Melanie,East Village,32.71082599378308,-117.1535783903417,Entire home/apt,400,1,0,,,1,2
6990905,East Village Two Bedroom Apt,36567295,Cecil,East Village,32.712686452802046,-117.15214570861845,Entire home/apt,300,1,0,,,2,21
3334678,6 Blocks from the Convention Center,16482819,Madison,East Village,32.713108398645886,-117.1571419036961,Entire home/apt,400,1,0,,,1,358
7004927,Modern apartment walk to Gaslamp.,36722174,Memo,East Village,32.712935650017045,-117.15749124263068,Entire home/apt,180,2,0,,,1,345
6476216,Spacious East Village 2 BD/2 Bath,22168365,Jon,East Village,32.710021676251316,-117.15720614013333,Entire home/apt,240,2,0,,,2,338
6462919,"SD BALBOA PARK, STUDIO AND 1 BR!",4385059,John,East Village,32.71942519474139,-117.15327740993291,Entire home/apt,149,1,2,2015-05-26,1.40,6,66
7006995,Bed in living room. BEST LOCATION!,2714220,Jeff & Nami,East Village,32.709785596878355,-117.1516436422251,Shared room,65,1,0,,,2,358
4890817,East Village - Beautiful Studio!,1415394,Adam,East Village,32.71045106115618,-117.15354893076184,Entire home/apt,200,1,9,2015-06-14,1.45,2,352
5947654,Cozy Bedroom in Downtown,30877552,Brian & Maria,East Village,32.716625495992886,-117.15052302745765,Private room,99,1,1,2015-06-13,1,1,365
5968128,Cozy & Quaint Downtown Studio,219061,Mari,East Village,32.713465893998,-117.15565363087134,Entire home/apt,165,3,9,2015-06-17,3.46,1,172
6494594,1bd-WALK TO COMIC-CON/ Gaslamp,33948239,Doug,East Village,32.71059710422311,-117.15285302840977,Entire home/apt,460,1,0,,,1,28
3904150,"San Diego, BALBOA PARK RESORT",85132,Sanford,East Village,32.72030516038287,-117.15311700419502,Entire home/apt,300,1,0,,,2,363
3904912,*Balboa park Downtown San Diego,1381289,Tawnya,East Village,32.71954049224987,-117.15325164336231,Entire home/apt,110,1,0,,,3,68
5456953,Amazing 2BR Downtown ,17925619,Veronica,East Village,32.70972590187779,-117.15648280393768,Entire home/apt,400,4,0,,,6,288
5481957,"In DownTown, Gaslamp Modern Garage",5436910,Alex,East Village,32.71090104389023,-117.15297717390816,Entire home/apt,137,1,6,2015-06-14,1.96,7,353
4437633,Spacious & Close to Downtown/Beach,1468253,Eyal,East Village,32.721333022565595,-117.15536243202911,Entire home/apt,140,3,6,2015-06-12,0.75,1,336
5900092,"Gorgeous, Quite Loft Downtown SD!",13608257,Aaron,East Village,32.71318356512165,-117.15763020143272,Entire home/apt,220,3,0,,,1,150
3931160,Cozy Room & Private Bath in Gaslamp,20363917,Moe,East Village,32.71360897385244,-117.15709842268416,Private room,106,2,68,2015-06-30,6.58,2,112
5549585,1 Bed in 4 Bed Mixed Dorm,28422176,Michelle,East Village,32.71132144587013,-117.15759735886633,Shared room,30,1,12,2015-06-23,3.50,4,327
789549,Modern East Village / Ballpark Loft,4160438,Evan,East Village,32.710644252008365,-117.15588106099977,Entire home/apt,179,26,10,2015-07-06,0.37,2,308
5556330,Private Room in Historic Gaslamp,28784636,Ben & Alena,East Village,32.710772370459544,-117.15597924888053,Private room,95,2,13,2015-06-23,3.61,1,328
6560812,Downtown San Diego (East Village),34316644,Cashel,East Village,32.71035119750725,-117.15156235347554,Entire home/apt,100,3,3,2015-06-20,2.57,1,18
4078106,Cozy Studio Apt in East Village,1415394,Adam,East Village,32.71097341416434,-117.15290433147983,Entire home/apt,200,1,5,2015-07-05,1.30,2,357
6145261,Gaslamp condo 1 bedroom,26382444,Chris,East Village,32.71039928319723,-117.1592380301729,Entire home/apt,130,2,2,2015-07-06,2,3,323
3630654,$1000 for Comic Con Weekend!,18300193,Samantha,East Village,32.70979516061607,-117.1558050030684,Entire home/apt,199,3,10,2015-06-12,0.86,1,359
5674007,Comic-Con/Downtown/Up to 4 people,16911998,Pınar,East Village,32.71171337449294,-117.15747305537842,Private room,600,1,2,2015-04-10,0.56,1,317
4568472,Private Master Downtown San Diego,23553543,Shayna And Ponchi,East Village,32.71091160438512,-117.15280675033627,Private room,169,2,3,2015-06-14,0.58,3,266
6939425,"San Diego, Labor Day Weekend",16713303,Yasser,East Village,32.71937379993373,-117.15303485656739,Private room,115,1,0,,,1,4
6261776,Studio - Balboa Park. Comic Con!,32534067,Joshua,East Village,32.71818872375429,-117.15298779499598,Private room,180,1,0,,,3,43
5480764,Private Room (shared bathroom),28422176,Michelle,East Village,32.712970230451155,-117.15691016603604,Private room,78,1,2,2015-05-17,0.64,4,333
6766225,New south facing bay view w/balcony,16282421,Maritza,East Village,32.71137873618107,-117.1523204954493,Private room,100,1,0,,,1,358
4880628,Majestic Master Suite! ,17477818,Jared,East Village,32.70842367934567,-117.15495135935024,Private room,175,1,0,,,1,356
5550639,1 Bed in 4 Bed Female Dorm,28422176,Michelle,East Village,32.71074085714725,-117.15628735538259,Shared room,30,1,13,2015-07-04,3.22,4,335
3363247,Room share in a four-star facility,16967657,Charu,East Village,32.70568557166094,-117.15843501447719,Shared room,165,2,0,,,1,357
6731649,1 bdrm downtown San Diego!,34922233,Dawn,East Village,32.71069849936247,-117.15663410228554,Private room,300,1,0,,,1,364
6209794,Great Place for Convention visitors,21130573,Ben,East Village,32.707659385279456,-117.15896384705435,Entire home/apt,400,1,0,,,4,361
972820,Convention Center-Bungalow-sleeps 2,4392070,Athena-Rae,East Village,32.7002465523072,-117.14671226139221,Entire home/apt,79,3,15,2015-04-22,0.55,3,242
5138056,***Pristine Downtown Loft***,26417080,De'Andre,East Village,32.71333949813864,-117.159219369785,Entire home/apt,130,2,16,2015-06-25,3.78,2,177
5136268,"Private Roof Terrace, Downtown SD",17769714,Melissa,East Village,32.709540717086874,-117.15379774116215,Entire home/apt,249,4,3,2015-07-07,3,1,33
3498549,Incredible Gaslamp Loft,17615270,Kevin,East Village,32.713366504424016,-117.15871687331358,Entire home/apt,900,5,0,,,1,344
6147255,Great New Apt In Heart Of Gaslamp!,31681014,Brad,East Village,32.71146593333669,-117.15817363563454,Entire home/apt,160,1,21,2015-07-09,9.55,1,129
6938421,Heart of Gaslamp Best Downtown Spot,17440716,Solly,East Village,32.70932325609498,-117.1599839758534,Entire home/apt,225,1,0,,,1,69
6955355,Walk to ComicCON- East Village Spot,2528509,Vicky And James,East Village,32.71164308267888,-117.15090636551585,Entire home/apt,475,3,0,,,1,1
4672107,Cozy Master Bedroom in downtown,20363917,Moe,East Village,32.71434960819348,-117.15562094367272,Private room,275,3,0,,,2,19
6701460,Centrally Located Downtown Apt.,23399652,Corinne,East Village,32.71692878177516,-117.14816237144984,Entire home/apt,250,2,0,,,2,3
6094176,1BD Apt in San Diego Gaslamp Area,14323540,Charliie,East Village,32.71110165895193,-117.15489527460916,Entire home/apt,90,3,4,2015-06-14,2.07,1,13
1671814,San Diego-Balboa Park Studio Hotel,602654,Rey,East Village,32.71845516743631,-117.15377910308551,Entire home/apt,110,1,5,2015-06-13,0.25,6,181
5928196,Great Weekend at Downtown San Diego,20932299,Cindy,East Village,32.71398507059207,-117.15907344746581,Entire home/apt,280,3,0,,,1,74
6686954,Downtown Gaslamp - Beautiful Loft!,34999711,Amanda,East Village,32.71233854868533,-117.15930912333171,Entire home/apt,499,2,0,,,1,3
3441821,East Village Studio ,17345309,Lizbeth,East Village,32.71086403227763,-117.15177564764086,Entire home/apt,125,1,0,,,1,227
4841072,Amazing Downtown San Diego 2 story,4656446,Ryan,East Village,32.70974538245726,-117.15499107243177,Entire home/apt,299,26,6,2015-06-26,1.13,4,149
6693683,Urban Loft in Heart of East Village,11237473,Jackie,East Village,32.7105368143637,-117.15425923620279,Entire home/apt,175,2,2,2015-07-02,2,1,70
3499152,ComicCon Perfection - 2 bedrooms,10275555,Amy,East Village,32.70901658823282,-117.1544023728155,Entire home/apt,605,1,1,2014-07-28,0.09,1,345
6747437,Great studio in San Diego downtwn,35327183,Ali,East Village,32.71043228849076,-117.15337930486713,Entire home/apt,130,1,1,2015-06-27,1,1,14
5658951,Modern EastVillage/Downtown Studio ,1445041,Parker,East Village,32.710995167601624,-117.15469396920824,Entire home/apt,230,2,3,2015-06-12,1.11,1,196
1130420,Great Apt near SD Convention Center,6201632,Ryan,East Village,32.71100842029244,-117.15366907934362,Entire home/apt,169,2,7,2014-07-29,0.29,1,301
2876212,Spacious Gaslamp Getaway! ,14702215,Lawrence,East Village,32.713486685175845,-117.15614499591724,Entire home/apt,298,3,9,2015-05-27,0.68,1,304
3415740,1 BR Apt in East Village/Comic-Con,17223090,Vernon,East Village,32.71500032384673,-117.1499386360918,Entire home/apt,425,1,1,2014-07-27,0.09,1,351
841035,Convention Center-Gaslamp- sleeps 8,4392070,Athena-Rae,East Village,32.698546082862926,-117.14664385628166,Entire home/apt,250,3,4,2014-11-25,0.13,3,197
5619544,Street-level Convenience,22920008,Becca,East Village,32.710273934865405,-117.1542504049973,Entire home/apt,199,12,3,2015-05-17,1.61,1,96
5648236,East Village 2Br Apt Downtown,29271384,Kevin,East Village,32.71047713925165,-117.15107417095628,Entire home/apt,95,2,3,2015-06-17,2.05,1,354
5556273,Great location In Downtown,21130573,Ben,East Village,32.71007025189592,-117.15613970620642,Entire home/apt,339,1,3,2015-06-02,0.80,4,360
1337013,Studio Apartment Downtown San Diego,7250624,Mark,East Village,32.709783361199456,-117.15324843994306,Entire home/apt,200,2,5,2015-03-27,0.21,1,361
6215376,Studio Apartment Downtown San Diego,6212567,Michael,East Village,32.70959117020596,-117.15315820727058,Entire home/apt,185,2,2,2015-05-25,0.90,1,341
3652341,1Bedroom Apt in Downtown San Diego,18471252,Theo,East Village,32.70923163457686,-117.15202851570332,Entire home/apt,175,2,18,2015-06-29,1.55,1,159
